id,value
id_124,7.424445872574279
id_125,38.855263092714445
id_126,9.253411964625798
id_127,21.889200234717833
id_128,29.19951502206421
id_129,62.89152617473426
id_130,21.99510038556076
id_131,23.49580945264099
id_132,58.998258794551646
id_133,15.190952754359497
id_134,14.121209769607338
id_135,2.6185294771534786
id_136,12.57056562340853
id_137,58.687748744357435
id_138,20.46661841149305
id_139,5.385380112824424
id_140,29.00550452617304
id_141,25.326107449693435
id_142,45.3094405527941
id_143,30.783687887956386
id_144,18.318071990903356
id_145,26.01921478359636
id_146,12.01028185476266
id_147,52.012878523316985
id_148,23.34882352086614
id_149,38.64425561621651
id_150,10.129030701826062
id_151,8.191950354341934
id_152,23.268542778391307
id_153,6.385602947900747
id_154,14.959395483206798
id_155,40.977873413336866
id_156,7.790770054734915
id_157,36.15721871609746
id_158,11.178214620085557
id_159,19.195920739130287
id_160,41.6252675946404
id_161,19.35195858577089
id_162,13.279837331482698
id_163,8.198466311994771
id_164,52.68451789962953
id_165,31.266917209686028
id_166,-0.36402886073205976
id_167,16.25499268782913
id_168,63.60856055456442
id_169,13.855161099313136
id_170,63.51525145682784
id_171,39.251822441797664
id_172,26.99691497456757
id_173,20.32235206386861
id_174,61.22125440237184
id_175,25.05048934339918
id_176,21.0075820409327
id_177,37.32441092048315
id_178,12.395114691658536
id_179,31.268610371391752
id_180,16.836208575672533
id_181,11.690156177667603
id_182,55.72370167197265
id_183,46.32951253712435
id_184,15.712118047434117
id_185,35.295391199204964
id_186,26.194472504287354
id_187,68.5350488080353
id_188,9.966753379367871
id_189,57.80663616263769
id_190,38.16536867740227
id_191,15.465055039032187
id_192,29.02394054357127
id_193,0.1489392457385147
id_194,19.064826385876202
id_195,0.9305264859216192
id_196,33.740716074595284
id_197,10.448532899176449
id_198,18.896888055143286
id_199,60.03235321799984
id_200,25.159576956247218
id_201,25.572634915199757
id_202,64.5325275300614
id_203,10.354495552259461
id_204,9.207688921807751
id_205,11.245570946144344
id_206,7.345329326401423
id_207,1.7041339256211212
id_208,124.13452800964076
id_209,20.750414221930747
id_210,16.41995725730419
id_211,13.962872374396248
id_212,36.27783758855294
id_213,35.9261206089825
id_214,18.96619476201618
id_215,34.984574265850945
id_216,78.60465896408314
id_217,0.5186296866696457
id_218,12.955886893908179
id_219,31.73577683453216
id_220,14.922794765926737
id_221,12.862225737139267
id_222,113.31379965254737
id_223,12.980885071326341
id_224,16.454661146241765
id_225,64.2868548368677
id_226,16.105503854477025
id_227,19.625038577593898
id_228,10.069360313827135
id_229,3.7182528756580084
id_230,46.403661766449275
id_231,12.567961329805176
id_232,53.7107399990099
id_233,42.36542626262766
id_234,25.580938439408627
id_235,40.73867956184511
id_236,69.05427763529505
id_237,42.2747478936024
id_238,11.157017134534115
id_239,18.303774979797165
